Year,State,ProducerType,FuelSource,Nameplate_Capacity_(Megawatts),Summer_Capacity_(Megawatts)
2007,UT,"Combined Heat and Power, Industrial Power",Natural Gas,57,54
2007,UT,"Electric Generators, Electric Utilities",All Sources,"7,070.00","6,710.00"
2007,UT,"Electric Generators, Electric Utilities",Coal,"4,796.00","4,645.00"
2007,UT,"Electric Generators, Electric Utilities",Geothermal,38,33
2007,UT,"Electric Generators, Electric Utilities",Hydroelectric,260,253
2007,UT,"Electric Generators, Electric Utilities",Natural Gas,"1,950.00","1,755.00"
2007,UT,"Electric Generators, Electric Utilities",Petroleum,26,25
2007,UT,"Electric Generators, Independent Power Producers",All Sources,200,174
2007,UT,"Electric Generators, Independent Power Producers",Coal,58,51
2007,UT,"Electric Generators, Independent Power Producers",Hydroelectric,2,2
2007,UT,"Electric Generators, Independent Power Producers",Natural Gas,140,120
2007,UT,Total Electric Power Industry,All Sources,"7,521.00","7,122.00"
2007,UT,Total Electric Power Industry,Coal,"5,036.00","4,871.00"
2007,UT,Total Electric Power Industry,Geothermal,38,33
2007,UT,Total Electric Power Industry,Hydroelectric,262,255
2007,UT,Total Electric Power Industry,Natural Gas,"2,153.00","1,934.00"
2007,UT,Total Electric Power Industry,Other Biomass,5,5
2007,UT,Total Electric Power Industry,Petroleum,26,25
2007,VA,"Combined Heat and Power, Commercial Power",All Sources,95,78
2007,VA,"Combined Heat and Power, Commercial Power",Coal,6,3
2007,VA,"Combined Heat and Power, Commercial Power",Other Biomass,89,76
2007,VA,"Combined Heat and Power, Electric Power",All Sources,"1,123.00",990
2007,VA,"Combined Heat and Power, Electric Power",Coal,718,635
2007,VA,"Combined Heat and Power, Electric Power",Natural Gas,399,348
2007,VA,"Combined Heat and Power, Electric Power",Petroleum,6,6
2007,VA,"Combined Heat and Power, Industrial Power",All Sources,511,414
2007,VA,"Combined Heat and Power, Industrial Power",Coal,84,70
2007,VA,"Combined Heat and Power, Industrial Power",Hydroelectric,4,3
2007,VA,"Combined Heat and Power, Industrial Power",Natural Gas,65,6
2007,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,358,335
2007,VA,"Electric Generators, Electric Utilities",All Sources,"20,082.00","18,376.00"
2007,VA,"Electric Generators, Electric Utilities",Coal,"4,883.00","4,605.00"
2007,VA,"Electric Generators, Electric Utilities",Hydroelectric,718,654
2007,VA,"Electric Generators, Electric Utilities",Natural Gas,"5,255.00","4,429.00"
2007,VA,"Electric Generators, Electric Utilities",Nuclear,"3,654.00","3,404.00"
2007,VA,"Electric Generators, Electric Utilities",Petroleum,"2,372.00","2,041.00"
2007,VA,"Electric Generators, Electric Utilities",Pumped Storage,"3,109.00","3,161.00"
2007,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,90,83
2007,VA,"Electric Generators, Independent Power Producers",All Sources,"3,459.00","3,135.00"
2007,VA,"Electric Generators, Independent Power Producers",Coal,514,482
2007,VA,"Electric Generators, Independent Power Producers",Hydroelectric,20,19
2007,VA,"Electric Generators, Independent Power Producers",Natural Gas,"2,258.00","2,085.00"
2007,VA,"Electric Generators, Independent Power Producers",Other Biomass,205,178
2007,VA,"Electric Generators, Independent Power Producers",Petroleum,463,371
2007,VA,Total Electric Power Industry,All Sources,"25,270.00","22,992.00"
2007,VA,Total Electric Power Industry,Coal,"6,205.00","5,794.00"
2007,VA,Total Electric Power Industry,Hydroelectric,741,675
2007,VA,Total Electric Power Industry,Natural Gas,"7,977.00","6,869.00"
2007,VA,Total Electric Power Industry,Nuclear,"3,654.00","3,404.00"
2007,VA,Total Electric Power Industry,Other Biomass,294,254
2007,VA,Total Electric Power Industry,Petroleum,"2,841.00","2,418.00"
2007,VA,Total Electric Power Industry,Pumped Storage,"3,109.00","3,161.00"
2007,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,448,418
2007,VT,"Combined Heat and Power, Industrial Power",All Sources,9,8
2007,VT,"Combined Heat and Power, Industrial Power",Hydroelectric,5,5
2007,VT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,4,4
2007,VT,"Electric Generators, Electric Utilities",All Sources,312,258
2007,VT,"Electric Generators, Electric Utilities",Hydroelectric,111,99
2007,VT,"Electric Generators, Electric Utilities",Petroleum,136,101
2007,VT,"Electric Generators, Electric Utilities",Wind,6,5
2007,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,60,52
2007,VT,"Electric Generators, Independent Power Producers",All Sources,769,845
2007,VT,"Electric Generators, Independent Power Producers",Hydroelectric,185,204
2007,VT,"Electric Generators, Independent Power Producers",Nuclear,563,620
2007,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,22,20
2007,VT,Total Electric Power Industry,All Sources,"1,090.00","1,111.00"
2007,VT,Total Electric Power Industry,Hydroelectric,300,308
2007,VT,Total Electric Power Industry,Nuclear,563,620
2007,VT,Total Electric Power Industry,Petroleum,136,101
2007,VT,Total Electric Power Industry,Wind,6,5
2007,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,85,76
2007,WA,"Combined Heat and Power, Commercial Power",All Sources,27,9
2007,WA,"Combined Heat and Power, Commercial Power",Hydroelectric,18,5
2007,WA,"Combined Heat and Power, Commercial Power",Natural Gas,7,3
2007,WA,"Combined Heat and Power, Commercial Power",Petroleum,2,2
2007,WA,"Combined Heat and Power, Electric Power",All Sources,546,543
2007,WA,"Combined Heat and Power, Electric Power",Natural Gas,546,543
2007,WA,"Combined Heat and Power, Industrial Power",All Sources,287,271
2007,WA,"Combined Heat and Power, Industrial Power",Hydroelectric,0,0
2007,WA,"Combined Heat and Power, Industrial Power",Natural Gas,68,60
2007,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,219,210
2007,WA,"Electric Generators, Electric Utilities",All Sources,"24,221.00","24,511.00"
2007,WA,"Electric Generators, Electric Utilities",Hydroelectric,"20,732.00","21,274.00"
2007,WA,"Electric Generators, Electric Utilities",Natural Gas,"1,287.00","1,111.00"
2007,WA,"Electric Generators, Electric Utilities",Nuclear,"1,200.00","1,131.00"
2007,WA,"Electric Generators, Electric Utilities",Other Biomass,11,11
2007,WA,"Electric Generators, Electric Utilities",Petroleum,3,3
2007,WA,"Electric Generators, Electric Utilities",Pumped Storage,314,314
2007,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1,1
2007,WA,"Electric Generators, Electric Utilities",Wind,583,582
2007,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,93,86
2007,WA,"Electric Generators, Independent Power Producers",All Sources,"3,639.00","3,282.00"
2007,WA,"Electric Generators, Independent Power Producers",Coal,"1,460.00","1,405.00"
2007,WA,"Electric Generators, Independent Power Producers",Hydroelectric,57,55
2007,WA,"Electric Generators, Independent Power Producers",Natural Gas,"1,514.00","1,217.00"
2007,WA,"Electric Generators, Independent Power Producers",Other Biomass,29,25
2007,WA,"Electric Generators, Independent Power Producers",Wind,580,580
2007,WA,Total Electric Power Industry,All Sources,"28,720.00","28,615.00"
2007,WA,Total Electric Power Industry,Coal,"1,460.00","1,405.00"
2007,WA,Total Electric Power Industry,Hydroelectric,"20,807.00","21,333.00"
2007,WA,Total Electric Power Industry,Natural Gas,"3,421.00","2,933.00"
2007,WA,Total Electric Power Industry,Nuclear,"1,200.00","1,131.00"
2007,WA,Total Electric Power Industry,Other Biomass,39,36
2007,WA,Total Electric Power Industry,Petroleum,5,4
2007,WA,Total Electric Power Industry,Pumped Storage,314,314
2007,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1
2007,WA,Total Electric Power Industry,Wind,"1,163.00","1,162.00"
2007,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,311,296
2007,WI,"Combined Heat and Power, Commercial Power",All Sources,60,44
2007,WI,"Combined Heat and Power, Commercial Power",Coal,15,8
2007,WI,"Combined Heat and Power, Commercial Power",Hydroelectric,3,3
2007,WI,"Combined Heat and Power, Commercial Power",Natural Gas,35,26
2007,WI,"Combined Heat and Power, Commercial Power",Other Biomass,7,7
2007,WI,"Combined Heat and Power, Electric Power",All Sources,317,293
2007,WI,"Combined Heat and Power, Electric Power",Coal,28,27
2007,WI,"Combined Heat and Power, Electric Power",Natural Gas,284,261
2007,WI,"Combined Heat and Power, Electric Power",Other Biomass,5,5
2007,WI,"Combined Heat and Power, Industrial Power",All Sources,605,551
2007,WI,"Combined Heat and Power, Industrial Power",Coal,129,114
2007,WI,"Combined Heat and Power, Industrial Power",Hydroelectric,42,41
2007,WI,"Combined Heat and Power, Industrial Power",Natural Gas,101,92
2007,WI,"Combined Heat and Power, Industrial Power",Other,21,21
2007,WI,"Combined Heat and Power, Industrial Power",Petroleum,141,124
2007,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,172,159
2007,WI,"Electric Generators, Electric Utilities",All Sources,"11,967.00","11,767.00"
2007,WI,"Electric Generators, Electric Utilities",Coal,"6,694.00","6,746.00"
2007,WI,"Electric Generators, Electric Utilities",Hydroelectric,452,436
2007,WI,"Electric Generators, Electric Utilities",Natural Gas,"3,895.00","3,683.00"
2007,WI,"Electric Generators, Electric Utilities",Other Biomass,5,5
2007,WI,"Electric Generators, Electric Utilities",Petroleum,826,810
2007,WI,"Electric Generators, Electric Utilities",Wind,23,14
2007,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,71,73
2007,WI,"Electric Generators, Independent Power Producers",All Sources,"4,028.00","3,710.00"
2007,WI,"Electric Generators, Independent Power Producers",Coal,53,50
2007,WI,"Electric Generators, Independent Power Producers",Hydroelectric,7,7
2007,WI,"Electric Generators, Independent Power Producers",Natural Gas,"2,248.00","1,969.00"
2007,WI,"Electric Generators, Independent Power Producers",Nuclear,"1,608.00","1,582.00"
2007,WI,"Electric Generators, Independent Power Producers",Other Biomass,57,56
2007,WI,"Electric Generators, Independent Power Producers",Petroleum,25,15
2007,WI,"Electric Generators, Independent Power Producers",Wind,30,30
2007,WI,Total Electric Power Industry,All Sources,"16,976.00","16,365.00"
2007,WI,Total Electric Power Industry,Coal,"6,918.00","6,945.00"
2007,WI,Total Electric Power Industry,Hydroelectric,505,488
2007,WI,Total Electric Power Industry,Natural Gas,"6,562.00","6,032.00"
2007,WI,Total Electric Power Industry,Nuclear,"1,608.00","1,582.00"
2007,WI,Total Electric Power Industry,Other,21,21
2007,WI,Total Electric Power Industry,Other Biomass,74,73
2007,WI,Total Electric Power Industry,Petroleum,992,949
2007,WI,Total Electric Power Industry,Wind,53,44
2007,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,244,232
2007,WV,"Combined Heat and Power, Electric Power",All Sources,69,50
2007,WV,"Combined Heat and Power, Electric Power",Coal,69,50
2007,WV,"Combined Heat and Power, Industrial Power",All Sources,276,268
2007,WV,"Combined Heat and Power, Industrial Power",Coal,169,167
2007,WV,"Combined Heat and Power, Industrial Power",Hydroelectric,107,101
2007,WV,"Electric Generators, Electric Utilities",All Sources,"12,250.00","11,711.00"
2007,WV,"Electric Generators, Electric Utilities",Coal,"11,618.00","11,186.00"
2007,WV,"Electric Generators, Electric Utilities",Hydroelectric,95,63
2007,WV,"Electric Generators, Electric Utilities",Natural Gas,519,450
2007,WV,"Electric Generators, Electric Utilities",Petroleum,19,12
2007,WV,"Electric Generators, Independent Power Producers",All Sources,"4,391.00","4,069.00"
2007,WV,"Electric Generators, Independent Power Producers",Coal,"3,516.00","3,312.00"
2007,WV,"Electric Generators, Independent Power Producers",Hydroelectric,123,99
2007,WV,"Electric Generators, Independent Power Producers",Natural Gas,686,592
2007,WV,"Electric Generators, Independent Power Producers",Wind,66,66
2007,WV,Total Electric Power Industry,All Sources,"16,986.00","16,099.00"
2007,WV,Total Electric Power Industry,Coal,"15,372.00","14,715.00"
2007,WV,Total Electric Power Industry,Hydroelectric,325,264
2007,WV,Total Electric Power Industry,Natural Gas,"1,205.00","1,042.00"
2007,WV,Total Electric Power Industry,Petroleum,19,12
2007,WV,Total Electric Power Industry,Wind,66,66
2007,WY,"Combined Heat and Power, Industrial Power",All Sources,160,142
2007,WY,"Combined Heat and Power, Industrial Power",Coal,30,30
2007,WY,"Combined Heat and Power, Industrial Power",Natural Gas,8,7
2007,WY,"Combined Heat and Power, Industrial Power",Other,12,12
2007,WY,"Combined Heat and Power, Industrial Power",Other Gases,108,92
2007,WY,"Combined Heat and Power, Industrial Power",Petroleum,2,2
2007,WY,"Electric Generators, Electric Utilities",All Sources,"6,469.00","6,142.00"
2007,WY,"Electric Generators, Electric Utilities",Coal,"6,050.00","5,747.00"
2007,WY,"Electric Generators, Electric Utilities",Hydroelectric,299,303
2007,WY,"Electric Generators, Electric Utilities",Natural Gas,108,79
2007,WY,"Electric Generators, Electric Utilities",Petroleum,5,5
2007,WY,"Electric Generators, Electric Utilities",Wind,9,9
2007,WY,"Electric Generators, Independent Power Producers",All Sources,407,383
2007,WY,"Electric Generators, Independent Power Producers",Coal,88,70
2007,WY,"Electric Generators, Independent Power Producers",Natural Gas,40,34
2007,WY,"Electric Generators, Independent Power Producers",Wind,279,279
2007,WY,Total Electric Power Industry,All Sources,"7,036.00","6,667.00"
2007,WY,Total Electric Power Industry,Coal,"6,168.00","5,847.00"
2007,WY,Total Electric Power Industry,Hydroelectric,299,303
2007,WY,Total Electric Power Industry,Natural Gas,156,120
2007,WY,Total Electric Power Industry,Other,12,12
2007,WY,Total Electric Power Industry,Other Gases,108,92
2007,WY,Total Electric Power Industry,Petroleum,7,7
2007,WY,Total Electric Power Industry,Wind,287,287
2008,AK,"Combined Heat and Power, Commercial Power",All Sources,84,74
2008,AK,"Combined Heat and Power, Commercial Power",Coal,61,53
2008,AK,"Combined Heat and Power, Commercial Power",Petroleum,24,21
2008,AK,"Combined Heat and Power, Electric Power",All Sources,29,34
2008,AK,"Combined Heat and Power, Electric Power",Coal,29,34
2008,AK,"Combined Heat and Power, Industrial Power",All Sources,43,40
2008,AK,"Combined Heat and Power, Industrial Power",Natural Gas,21,20
2008,AK,"Combined Heat and Power, Industrial Power",Petroleum,22,20
2008,AK,"Electric Generators, Electric Utilities",All Sources,"2,035.00","1,847.00"
2008,AK,"Electric Generators, Electric Utilities",Coal,28,25
2008,AK,"Electric Generators, Electric Utilities",Hydroelectric,401,400
2008,AK,"Electric Generators, Electric Utilities",Natural Gas,925,818
2008,AK,"Electric Generators, Electric Utilities",Petroleum,678,601
2008,AK,"Electric Generators, Electric Utilities",Wind,3,3
2008,AK,Total Electric Power Industry,All Sources,"2,190.00","1,995.00"
2008,AK,Total Electric Power Industry,Coal,118,112
2008,AK,Total Electric Power Industry,Hydroelectric,401,400
2008,AK,Total Electric Power Industry,Natural Gas,946,838
2008,AK,Total Electric Power Industry,Petroleum,723,643
2008,AK,Total Electric Power Industry,Wind,3,3
2008,AL,"Combined Heat and Power, Electric Power",All Sources,979,822
2008,AL,"Combined Heat and Power, Electric Power",Coal,79,73
2008,AL,"Combined Heat and Power, Electric Power",Natural Gas,900,749
2008,AL,"Combined Heat and Power, Industrial Power",All Sources,980,875
2008,AL,"Combined Heat and Power, Industrial Power",Coal,20,19
2008,AL,"Combined Heat and Power, Industrial Power",Natural Gas,210,163
2008,AL,"Combined Heat and Power, Industrial Power",Other Gases,111,100
2008,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,640,593
2008,AL,"Electric Generators, Electric Utilities",All Sources,"24,897.00","23,144.00"
2008,AL,"Electric Generators, Electric Utilities",Coal,"12,585.00","11,414.00"
2008,AL,"Electric Generators, Electric Utilities",Hydroelectric,"3,280.00","3,272.00"
2008,AL,"Electric Generators, Electric Utilities",Natural Gas,"3,722.00","3,440.00"
2008,AL,"Electric Generators, Electric Utilities",Nuclear,"5,270.00","4,985.00"
2008,AL,"Electric Generators, Electric Utilities",Petroleum,39,34
2008,AL,"Electric Generators, Independent Power Producers",All Sources,"7,080.00","6,381.00"
2008,AL,"Electric Generators, Independent Power Producers",Natural Gas,"7,072.00","6,372.00"
2008,AL,"Electric Generators, Independent Power Producers",Petroleum,9,9
2008,AL,Total Electric Power Industry,All Sources,"33,936.00","31,222.00"
2008,AL,Total Electric Power Industry,Coal,"12,684.00","11,506.00"
2008,AL,Total Electric Power Industry,Hydroelectric,"3,280.00","3,272.00"
2008,AL,Total Electric Power Industry,Natural Gas,"11,903.00","10,724.00"
2008,AL,Total Electric Power Industry,Nuclear,"5,270.00","4,985.00"
2008,AL,Total Electric Power Industry,Other Gases,111,100
2008,AL,Total Electric Power Industry,Petroleum,48,43
2008,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,640,593
2008,AR,"Combined Heat and Power, Commercial Power",All Sources,1,1
2008,AR,"Combined Heat and Power, Commercial Power",Other Biomass,1,1
2008,AR,"Combined Heat and Power, Electric Power",All Sources,254,196
2008,AR,"Combined Heat and Power, Electric Power",Natural Gas,236,192
2008,AR,"Combined Heat and Power, Electric Power",Other Biomass,18,4
2008,AR,"Combined Heat and Power, Industrial Power",All Sources,371,312
2008,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,371,312
2008,AR,"Electric Generators, Electric Utilities",All Sources,"11,941.00","11,459.00"
2008,AR,"Electric Generators, Electric Utilities",Coal,"3,958.00","3,861.00"
2008,AR,"Electric Generators, Electric Utilities",Hydroelectric,"1,308.00","1,320.00"
2008,AR,"Electric Generators, Electric Utilities",Natural Gas,"4,779.00","4,390.00"
2008,AR,"Electric Generators, Electric Utilities",Nuclear,"1,845.00","1,839.00"
2008,AR,"Electric Generators, Electric Utilities",Petroleum,23,22
2008,AR,"Electric Generators, Electric Utilities",Pumped Storage,28,28
2008,AR,"Electric Generators, Independent Power Producers",All Sources,"3,895.00","3,298.00"
2008,AR,"Electric Generators, Independent Power Producers",Hydroelectric,1,1
2008,AR,"Electric Generators, Independent Power Producers",Natural Gas,"3,889.00","3,292.00"
2008,AR,"Electric Generators, Independent Power Producers",Other Biomass,5,5
2008,AR,Total Electric Power Industry,All Sources,"16,461.00","15,266.00"
2008,AR,Total Electric Power Industry,Coal,"3,958.00","3,861.00"
2008,AR,Total Electric Power Industry,Hydroelectric,"1,309.00","1,321.00"
2008,AR,Total Electric Power Industry,Natural Gas,"8,904.00","7,873.00"
2008,AR,Total Electric Power Industry,Nuclear,"1,845.00","1,839.00"
2008,AR,Total Electric Power Industry,Other Biomass,24,10
2008,AR,Total Electric Power Industry,Petroleum,23,22
2008,AR,Total Electric Power Industry,Pumped Storage,28,28
2008,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,371,312
2008,AZ,"Combined Heat and Power, Commercial Power",All Sources,16,16
2008,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,15,14
2008,AZ,"Combined Heat and Power, Commercial Power",Petroleum,2,2
2008,AZ,"Combined Heat and Power, Electric Power",All Sources,63,52
2008,AZ,"Combined Heat and Power, Electric Power",Natural Gas,63,52
2008,AZ,"Combined Heat and Power, Industrial Power",All Sources,73,70
2008,AZ,"Combined Heat and Power, Industrial Power",Coal,71,68
2008,AZ,"Combined Heat and Power, Industrial Power",Petroleum,2,2
2008,AZ,"Electric Generators, Electric Utilities",All Sources,"21,471.00","19,717.00"
2008,AZ,"Electric Generators, Electric Utilities",Coal,"6,241.00","5,750.00"
2008,AZ,"Electric Generators, Electric Utilities",Hydroelectric,"2,718.00","2,720.00"
2008,AZ,"Electric Generators, Electric Utilities",Natural Gas,"7,988.00","6,987.00"
2008,AZ,"Electric Generators, Electric Utilities",Nuclear,"4,209.00","3,942.00"
2008,AZ,"Electric Generators, Electric Utilities",Other Biomass,5,4
2008,AZ,"Electric Generators, Electric Utilities",Petroleum,107,89
2008,AZ,"Electric Generators, Electric Utilities",Pumped Storage,194,216
2008,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9,9
2008,AZ,"Electric Generators, Independent Power Producers",All Sources,"7,411.00","6,006.00"
2008,AZ,"Electric Generators, Independent Power Producers",Natural Gas,"7,381.00","5,978.00"
2008,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,30,29
2008,AZ,Total Electric Power Industry,All Sources,"29,034.00","25,861.00"
2008,AZ,Total Electric Power Industry,Coal,"6,311.00","5,818.00"
2008,AZ,Total Electric Power Industry,Hydroelectric,"2,718.00","2,720.00"
2008,AZ,Total Electric Power Industry,Natural Gas,"15,446.00","13,031.00"
2008,AZ,Total Electric Power Industry,Nuclear,"4,209.00","3,942.00"
2008,AZ,Total Electric Power Industry,Other Biomass,5,4
2008,AZ,Total Electric Power Industry,Petroleum,110,93
2008,AZ,Total Electric Power Industry,Pumped Storage,194,216
2008,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,9,9
2008,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,30,29
2008,CA,"Combined Heat and Power, Commercial Power",All Sources,423,364
2008,CA,"Combined Heat and Power, Commercial Power",Hydroelectric,7,6
2008,CA,"Combined Heat and Power, Commercial Power",Natural Gas,323,275
2008,CA,"Combined Heat and Power, Commercial Power",Other Biomass,83,74
2008,CA,"Combined Heat and Power, Commercial Power",Other Gases,6,5
2008,CA,"Combined Heat and Power, Commercial Power",Petroleum,6,5
2008,CA,"Combined Heat and Power, Electric Power",All Sources,"3,978.00","3,624.00"
2008,CA,"Combined Heat and Power, Electric Power",Coal,360,317
2008,CA,"Combined Heat and Power, Electric Power",Natural Gas,"3,542.00","3,240.00"
2008,CA,"Combined Heat and Power, Electric Power",Other Biomass,44,36
2008,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,31,31
2008,CA,"Combined Heat and Power, Industrial Power",All Sources,"2,654.00","2,340.00"
2008,CA,"Combined Heat and Power, Industrial Power",Coal,55,50
2008,CA,"Combined Heat and Power, Industrial Power",Natural Gas,"2,093.00","1,862.00"
2008,CA,"Combined Heat and Power, Industrial Power",Other,12,7
2008,CA,"Combined Heat and Power, Industrial Power",Other Gases,240,192
2008,CA,"Combined Heat and Power, Industrial Power",Petroleum,90,70
2008,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,164,160
2008,CA,"Electric Generators, Electric Utilities",All Sources,"27,288.00","26,467.00"
2008,CA,"Electric Generators, Electric Utilities",Geothermal,220,125
2008,CA,"Electric Generators, Electric Utilities",Hydroelectric,"9,500.00","9,587.00"
2008,CA,"Electric Generators, Electric Utilities",Natural Gas,"9,169.00","8,134.00"
2008,CA,"Electric Generators, Electric Utilities",Nuclear,"4,577.00","4,390.00"
2008,CA,"Electric Generators, Electric Utilities",Other Biomass,95,92
2008,CA,"Electric Generators, Electric Utilities",Petroleum,271,222
2008,CA,"Electric Generators, Electric Utilities",Pumped Storage,"3,353.00","3,813.00"
2008,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4,4
2008,CA,"Electric Generators, Electric Utilities",Wind,100,100
2008,CA,"Electric Generators, Independent Power Producers",All Sources,"34,352.00","31,309.00"
2008,CA,"Electric Generators, Independent Power Producers",Geothermal,"2,601.00","1,815.00"
2008,CA,"Electric Generators, Independent Power Producers",Hydroelectric,540,530
2008,CA,"Electric Generators, Independent Power Producers",Natural Gas,"27,177.00","25,124.00"
2008,CA,"Electric Generators, Independent Power Producers",Other Biomass,336,280
2008,CA,"Electric Generators, Independent Power Producers",Petroleum,524,456
2008,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,414,412
2008,CA,"Electric Generators, Independent Power Producers",Wind,"2,271.00","2,268.00"
2008,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,490,425
2008,CA,Total Electric Power Industry,All Sources,"68,695.00","64,105.00"
2008,CA,Total Electric Power Industry,Coal,415,367
2008,CA,Total Electric Power Industry,Geothermal,"2,821.00","1,940.00"
2008,CA,Total Electric Power Industry,Hydroelectric,"10,046.00","10,122.00"
2008,CA,Total Electric Power Industry,Natural Gas,"42,304.00","38,635.00"
2008,CA,Total Electric Power Industry,Nuclear,"4,577.00","4,390.00"
2008,CA,Total Electric Power Industry,Other,12,7
2008,CA,Total Electric Power Industry,Other Biomass,558,483
2008,CA,Total Electric Power Industry,Other Gases,246,197
2008,CA,Total Electric Power Industry,Petroleum,891,752
2008,CA,Total Electric Power Industry,Pumped Storage,"3,353.00","3,813.00"
2008,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,418,416
2008,CA,Total Electric Power Industry,Wind,"2,371.00","2,368.00"
2008,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,684,616
2008,CO,"Combined Heat and Power, Commercial Power",All Sources,33,31
2008,CO,"Combined Heat and Power, Commercial Power",Natural Gas,33,31
2008,CO,"Combined Heat and Power, Electric Power",All Sources,884,710
2008,CO,"Combined Heat and Power, Electric Power",Coal,35,40
2008,CO,"Combined Heat and Power, Electric Power",Natural Gas,834,660
2008,CO,"Combined Heat and Power, Electric Power",Other Biomass,15,10
2008,CO,"Combined Heat and Power, Industrial Power",All Sources,16,14
2008,CO,"Combined Heat and Power, Industrial Power",Natural Gas,13,11
2008,CO,"Combined Heat and Power, Industrial Power",Petroleum,3,2
2008,CO,"Electric Generators, Electric Utilities",All Sources,"8,938.00","8,142.00"
2008,CO,"Electric Generators, Electric Utilities",Coal,"5,305.00","4,925.00"
2008,CO,"Electric Generators, Electric Utilities",Hydroelectric,593,610
2008,CO,"Electric Generators, Electric Utilities",Natural Gas,"2,283.00","1,832.00"
2008,CO,"Electric Generators, Electric Utilities",Petroleum,216,181
2008,CO,"Electric Generators, Electric Utilities",Pumped Storage,509,563
2008,CO,"Electric Generators, Electric Utilities",Wind,32,31
2008,CO,"Electric Generators, Independent Power Producers",All Sources,"4,308.00","3,649.00"
2008,CO,"Electric Generators, Independent Power Producers",Hydroelectric,56,56
2008,CO,"Electric Generators, Independent Power Producers",Natural Gas,"3,204.00","2,546.00"
2008,CO,"Electric Generators, Independent Power Producers",Other Biomass,3,3
2008,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,12,11
2008,CO,"Electric Generators, Independent Power Producers",Wind,"1,033.00","1,032.00"
2008,CO,Total Electric Power Industry,All Sources,"14,178.00","12,545.00"
2008,CO,Total Electric Power Industry,Coal,"5,341.00","4,965.00"
2008,CO,Total Electric Power Industry,Hydroelectric,649,666
2008,CO,Total Electric Power Industry,Natural Gas,"6,366.00","5,080.00"
2008,CO,Total Electric Power Industry,Other Biomass,18,13
2008,CO,Total Electric Power Industry,Petroleum,219,184
2008,CO,Total Electric Power Industry,Pumped Storage,509,563
2008,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,12,11
2008,CO,Total Electric Power Industry,Wind,"1,065.00","1,063.00"
2008,CT,"Combined Heat and Power, Commercial Power",All Sources,10,8
2008,CT,"Combined Heat and Power, Commercial Power",Natural Gas,10,8
2008,CT,"Combined Heat and Power, Electric Power",All Sources,353,292
2008,CT,"Combined Heat and Power, Electric Power",Coal,214,181
2008,CT,"Combined Heat and Power, Electric Power",Natural Gas,139,111
2008,CT,"Combined Heat and Power, Industrial Power",All Sources,79,72
2008,CT,"Combined Heat and Power, Industrial Power",Natural Gas,76,70
2008,CT,"Combined Heat and Power, Industrial Power",Other,3,1
2008,CT,"Electric Generators, Electric Utilities",All Sources,126,111
2008,CT,"Electric Generators, Electric Utilities",Hydroelectric,9,9
2008,CT,"Electric Generators, Electric Utilities",Natural Gas,84,71
2008,CT,"Electric Generators, Electric Utilities",Petroleum,33,30
2008,CT,"Electric Generators, Independent Power Producers",All Sources,"8,036.00","7,342.00"
2008,CT,"Electric Generators, Independent Power Producers",Coal,400,372
2008,CT,"Electric Generators, Independent Power Producers",Hydroelectric,109,113
2008,CT,"Electric Generators, Independent Power Producers",Natural Gas,"2,188.00","1,911.00"
2008,CT,"Electric Generators, Independent Power Producers",Nuclear,"2,163.00","2,015.00"
